Prompt,air_temperature,fault_detection,power_consumption,process_efficiency,process_temperature,rotational_speed,summary,system_load,tool_wear,torque
"Give me the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Provide the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"What is the latest power_consumption, torque and tool_wear?",0,0,1,0,0,0,0,0,1,1
"Calculate the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Find the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Determine the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Show me the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Give me the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Provide the latest power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"What is the trend power_consumption, torque and tool_wear?",0,0,1,0,0,0,0,0,1,1
"Calculate the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Find the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Determine the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Show me the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Give me the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Provide the trend power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"What is the average process_temperature, rotational_speed and system_load?",0,0,0,0,1,1,0,1,0,0
"Calculate the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Find the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Determine the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Show me the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Give me the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Provide the average process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"What is the maximum process_temperature, rotational_speed and system_load?",0,0,0,0,1,1,0,1,0,0
"Calculate the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Find the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Determine the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Show me the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Give me the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Provide the maximum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"What is the minimum process_temperature, rotational_speed and system_load?",0,0,0,0,1,1,0,1,0,0
"Calculate the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Find the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Determine the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Show me the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Give me the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Provide the minimum process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"What is the latest process_temperature, rotational_speed and system_load?",0,0,0,0,1,1,0,1,0,0
"Calculate the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Find the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Determine the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Show me the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Give me the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Provide the latest process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"What is the trend process_temperature, rotational_speed and system_load?",0,0,0,0,1,1,0,1,0,0
"Calculate the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Find the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Determine the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Show me the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Give me the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"Provide the trend process_temperature, rotational_speed and system_load.",0,0,0,0,1,1,0,1,0,0
"What is the average process_temperature, rotational_speed and torque?",0,0,0,0,1,1,0,0,0,1
"Calculate the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Find the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Determine the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Show me the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Give me the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Provide the average process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"What is the maximum process_temperature, rotational_speed and torque?",0,0,0,0,1,1,0,0,0,1
"Calculate the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Find the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Determine the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Show me the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Give me the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Provide the maximum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"What is the minimum process_temperature, rotational_speed and torque?",0,0,0,0,1,1,0,0,0,1
"Calculate the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Find the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Determine the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Show me the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Give me the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Provide the minimum process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"What is the latest process_temperature, rotational_speed and torque?",0,0,0,0,1,1,0,0,0,1
"Calculate the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Find the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Determine the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Show me the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Give me the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Provide the latest process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"What is the trend process_temperature, rotational_speed and torque?",0,0,0,0,1,1,0,0,0,1
"Calculate the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Find the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Determine the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Show me the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Give me the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"Provide the trend process_temperature, rotational_speed and torque.",0,0,0,0,1,1,0,0,0,1
"What is the average process_temperature, rotational_speed and tool_wear?",0,0,0,0,1,1,0,0,1,0
"Calculate the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Find the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Determine the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Show me the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Give me the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Provide the average process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"What is the maximum process_temperature, rotational_speed and tool_wear?",0,0,0,0,1,1,0,0,1,0
"Calculate the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Find the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Determine the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Show me the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Give me the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Provide the maximum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"What is the minimum process_temperature, rotational_speed and tool_wear?",0,0,0,0,1,1,0,0,1,0
"Calculate the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Find the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Determine the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Show me the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Give me the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Provide the minimum process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"What is the latest process_temperature, rotational_speed and tool_wear?",0,0,0,0,1,1,0,0,1,0
"Calculate the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Find the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Determine the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Show me the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Give me the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Provide the latest process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"What is the trend process_temperature, rotational_speed and tool_wear?",0,0,0,0,1,1,0,0,1,0
"Calculate the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Find the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Determine the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Show me the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Give me the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"Provide the trend process_temperature, rotational_speed and tool_wear.",0,0,0,0,1,1,0,0,1,0
"What is the average process_temperature, system_load and torque?",0,0,0,0,1,0,0,1,0,1
"Calculate the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Find the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Determine the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Show me the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Give me the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Provide the average process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"What is the maximum process_temperature, system_load and torque?",0,0,0,0,1,0,0,1,0,1
"Calculate the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Find the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Determine the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Show me the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Give me the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Provide the maximum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"What is the minimum process_temperature, system_load and torque?",0,0,0,0,1,0,0,1,0,1
"Calculate the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Find the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Determine the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Show me the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Give me the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Provide the minimum process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"What is the latest process_temperature, system_load and torque?",0,0,0,0,1,0,0,1,0,1
"Calculate the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Find the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Determine the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Show me the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Give me the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Provide the latest process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"What is the trend process_temperature, system_load and torque?",0,0,0,0,1,0,0,1,0,1
"Calculate the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Find the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Determine the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Show me the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Give me the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"Provide the trend process_temperature, system_load and torque.",0,0,0,0,1,0,0,1,0,1
"What is the average process_temperature, system_load and tool_wear?",0,0,0,0,1,0,0,1,1,0
"Calculate the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Find the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Determine the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Show me the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Give me the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Provide the average process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"What is the maximum process_temperature, system_load and tool_wear?",0,0,0,0,1,0,0,1,1,0
"Calculate the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Find the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Determine the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Show me the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Give me the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Provide the maximum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"What is the minimum process_temperature, system_load and tool_wear?",0,0,0,0,1,0,0,1,1,0
"Calculate the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Find the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Determine the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Show me the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Give me the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"Provide the minimum process_temperature, system_load and tool_wear.",0,0,0,0,1,0,0,1,1,0
"What is the latest process_temperature, system_load and tool_wear?",0,0,0,0,1,0,0,1,1,0
